fit_id,model,fold,test_year,base_seed,arm,scope,regime,fit_seed,features,feature_hash,training_sequences,fit_seconds,inference_seconds,trainable_parameters
0e26a2f9e4545d1e4a34,pit_cmm_lstm,fold_3,2024,123,Regime-SHAP-Numeric-News,regime,bull,288347036,38,a076ebcf4d70529ea1d6654ebdf65c2a1c5ef4e9aac6738f5e41bbf8fe0350d5,334,7.71347090000927,1.0777973999938697,3750
65426c7d47ac85fedac9,pit_cmm_lstm,fold_3,2024,123,Regime-SHAP-Numeric-News,regime,sideway,2046851630,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,468,8.042427100008354,0.9024942000105513,10006
3930ba70548f338ebb0e,pit_cmm_lstm,fold_3,2024,123,Regime-SHAP-Numeric-News,regime,bear,235231008,88,be0ab9371cbac6ff813972092044dcb7cc3434af5ef9cae2b353078f4f11f534,405,7.818573900003685,0.8683736999955727,7150
7aa064c9bca26da3515d,pit_cmm_lstm,fold_3,2024,2025,Global-Numeric,global,global,2025,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,1207,10.395353999992947,0.8984894000022905,9462
8136719d4b703359825f,pit_cmm_lstm,fold_3,2024,2025,Global-Numeric-News,global,global,2025,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,1207,10.353475799987793,0.9828969999944092,10006
5d1f7971e3566ec2b63a,pit_cmm_lstm,fold_3,2024,2025,Regime-SHAP-Numeric,regime,bull,2072905862,30,834d1e1f08392962409a468e4fdae8502fe8638e073183aebbdba5131f23b9c5,334,8.435513300006278,0.990579199991771,3206
1fd7da16c5178f6d11cd,pit_cmm_lstm,fold_3,2024,2025,Regime-SHAP-Numeric,regime,sideway,1719281127,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,468,9.514281600000686,1.1744602999970084,9462
3445942bba07e7529ebd,pit_cmm_lstm,fold_3,2024,2025,Regime-SHAP-Numeric,regime,bear,926380243,80,3034bb44ef0fa18ea49b08e084cf6672fd5fcb2627e8c5fb230ab20b267caba1,405,8.326838399996632,0.9359938999987208,6606
ae7ba9d4c3b7c0aecff8,pit_cmm_lstm,fold_3,2024,2025,Regime-SHAP-Numeric-News,regime,bull,2072905862,38,a076ebcf4d70529ea1d6654ebdf65c2a1c5ef4e9aac6738f5e41bbf8fe0350d5,334,7.954203900007997,1.0419300999928964,3750
40242d620a0cbbf20822,pit_cmm_lstm,fold_3,2024,2025,Regime-SHAP-Numeric-News,regime,sideway,1719281127,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,468,9.150053600009414,0.9627346999914153,10006
120721b3317e6390c6d7,pit_cmm_lstm,fold_3,2024,2025,Regime-SHAP-Numeric-News,regime,bear,926380243,88,be0ab9371cbac6ff813972092044dcb7cc3434af5ef9cae2b353078f4f11f534,405,8.333795700003975,0.8660619000002043,7150
